candidate,county,district,party,votes,election_date,state,scope,office
Scattering,Ontario,59,,3,2010-11-02,NY,general,State Senate
Scattering,Total,59,,7,2010-11-02,NY,general,State Senate
Total,Wyoming,59,,12861,2010-11-02,NY,general,State Senate
Total,Erie,59,,65870,2010-11-02,NY,general,State Senate
Total,Livingston,59,,14251,2010-11-02,NY,general,State Senate
Total,Ontario,59,,13641,2010-11-02,NY,general,State Senate
Total,Total,59,,106623,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Erie,60,DEM,26827,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Niagara,60,DEM,3861,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Total,60,DEM,30688,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Erie,60,REP,22398,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Niagara,60,REP,6477,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Total,60,REP,28875,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Erie,60,CON,3475,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Niagara,60,CON,893,2010-11-02,NY,general,State Senate
Mark J. Grisanti,Total,60,CON,4368,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Erie,60,WOR,1823,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Niagara,60,WOR,213,2010-11-02,NY,general,State Senate
Antoine M. Thompson,Total,60,WOR,2036,2010-11-02,NY,general,State Senate
Blank,Erie,60,,3564,2010-11-02,NY,general,State Senate
Blank,Niagara,60,,983,2010-11-02,NY,general,State Senate
Blank,Total,60,,4547,2010-11-02,NY,general,State Senate
Void,Erie,60,,0,2010-11-02,NY,general,State Senate
Void,Niagara,60,,0,2010-11-02,NY,general,State Senate
Void,Total,60,,0,2010-11-02,NY,general,State Senate
Scattering,Erie,60,,0,2010-11-02,NY,general,State Senate
Scattering,Niagara,60,,8,2010-11-02,NY,general,State Senate
Scattering,Total,60,,8,2010-11-02,NY,general,State Senate
Total,Erie,60,,58087,2010-11-02,NY,general,State Senate
Total,Niagara,60,,12435,2010-11-02,NY,general,State Senate
Total,Total,60,,70522,2010-11-02,NY,general,State Senate
Marc A. Coppola,Genesee,61,DEM,4395,2010-11-02,NY,general,State Senate
Marc A. Coppola,Erie,61,DEM,33069,2010-11-02,NY,general,State Senate
Marc A. Coppola,Total,61,DEM,37464,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,REP,9883,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,REP,41880,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,REP,51763,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,IND,797,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,IND,3347,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,IND,4144,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Genesee,61,CON,1703,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Erie,61,CON,5857,2010-11-02,NY,general,State Senate
Michael H. Ranzenhofer,Total,61,CON,7560,2010-11-02,NY,general,State Senate
Blank,Genesee,61,,1445,2010-11-02,NY,general,State Senate
Blank,Erie,61,,5111,2010-11-02,NY,general,State Senate
Blank,Total,61,,6556,2010-11-02,NY,general,State Senate
Void,Genesee,61,,5,2010-11-02,NY,general,State Senate
Void,Erie,61,,0,2010-11-02,NY,general,State Senate
Void,Total,61,,5,2010-11-02,NY,general,State Senate
Scattering,Genesee,61,,3,2010-11-02,NY,general,State Senate
Scattering,Erie,61,,0,2010-11-02,NY,general,State Senate
Scattering,Total,61,,3,2010-11-02,NY,general,State Senate
Total,Genesee,61,,18231,2010-11-02,NY,general,State Senate
Total,Erie,61,,89264,2010-11-02,NY,general,State Senate
Total,Total,61,,107495,2010-11-02,NY,general,State Senate
Amy Hope Witryol,Orleans,62,DEM,2795,2010-11-02,NY,general,State Senate
Amy Hope Witryol,Monroe,62,DEM,9086,2010-11-02,NY,general,State Senate
Amy Hope Witryol,Niagara,62,DEM,16505,2010-11-02,NY,general,State Senate
Amy Hope Witryol,Total,62,DEM,28386,2010-11-02,NY,general,State Senate
George D. Maziarz,Orleans,62,REP,6715,2010-11-02,NY,general,State Senate
George D. Maziarz,Monroe,62,REP,11470,2010-11-02,NY,general,State Senate
George D. Maziarz,Niagara,62,REP,28755,2010-11-02,NY,general,State Senate
George D. Maziarz,Total,62,REP,46940,2010-11-02,NY,general,State Senate
George D. Maziarz,Orleans,62,IND,382,2010-11-02,NY,general,State Senate
George D. Maziarz,Monroe,62,IND,1002,2010-11-02,NY,general,State Senate
George D. Maziarz,Niagara,62,IND,2017,2010-11-02,NY,general,State Senate
George D. Maziarz,Total,62,IND,3401,2010-11-02,NY,general,State Senate
George D. Maziarz,Orleans,62,CON,822,2010-11-02,NY,general,State Senate
George D. Maziarz,Monroe,62,CON,2410,2010-11-02,NY,general,State Senate
George D. Maziarz,Niagara,62,CON,3658,2010-11-02,NY,general,State Senate
George D. Maziarz,Total,62,CON,6890,2010-11-02,NY,general,State Senate
George D. Maziarz,Orleans,62,WOR,150,2010-11-02,NY,general,State Senate
George D. Maziarz,Monroe,62,WOR,465,2010-11-02,NY,general,State Senate
George D. Maziarz,Niagara,62,WOR,1251,2010-11-02,NY,general,State Senate
George D. Maziarz,Total,62,WOR,1866,2010-11-02,NY,general,State Senate
Blank,Orleans,62,,589,2010-11-02,NY,general,State Senate
Blank,Monroe,62,,1795,2010-11-02,NY,general,State Senate
Blank,Niagara,62,,2357,2010-11-02,NY,general,State Senate
Blank,Total,62,,4741,2010-11-02,NY,general,State Senate
Void,Orleans,62,,13,2010-11-02,NY,general,State Senate
Void,Monroe,62,,0,2010-11-02,NY,general,State Senate
Void,Niagara,62,,0,2010-11-02,NY,general,State Senate
Void,Total,62,,13,2010-11-02,NY,general,State Senate
Scattering,Orleans,62,,1,2010-11-02,NY,general,State Senate
Scattering,Monroe,62,,9,2010-11-02,NY,general,State Senate
Scattering,Niagara,62,,14,2010-11-02,NY,general,State Senate
Scattering,Total,62,,24,2010-11-02,NY,general,State Senate
Total,Orleans,62,,11467,2010-11-02,NY,general,State Senate
Total,Monroe,62,,26237,2010-11-02,NY,general,State Senate
Total,Niagara,62,,54557,2010-11-02,NY,general,State Senate
Total,Total,62,,92261,2010-11-02,NY,general,State Senate
